asdiflightplanid,originaldepartureutc,originalarrivalutc,ordinal,latitude,longitude
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,28,36.25,-94.4333343505859
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,29,36.533332824706996,-94.13333129882808
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,30,37.3499984741211,-93.3333358764648
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,31,38.033332824706996,-92.6833343505859
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,32,38.2000007629395,-92.53333282470699
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,33,38.6333351135254,-92.11666870117192
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,34,39.0,-91.7666702270508
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,35,39.1166648864746,-91.6500015258789
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,36,39.4166679382324,-91.36666870117192
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,37,39.7000007629395,-91.0666656494141
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,38,40.0166664123535,-90.75
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,39,40.1666679382324,-90.5999984741211
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,40,40.2999992370605,-90.46666717529301
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,41,40.3499984741211,-90.4166641235352
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,42,40.7000007629395,-90.0500030517578
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,43,41.1333351135254,-89.5999984741211
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,44,41.1500015258789,-89.5833358764648
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,45,41.1500015258789,-89.5666656494141
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,46,41.5,-88.6999969482422
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,47,41.5,-88.6833343505859
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,48,41.5499992370605,-88.5666656494141
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,49,41.5833320617676,-88.5166702270508
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,50,41.5999984741211,-88.46666717529301
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,51,41.5999984741211,-88.4499969482422
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,52,41.6833343505859,-88.3166656494141
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,53,41.6833343505859,-88.3166656494141
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,54,41.716667175293004,-88.2666702270508
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,55,41.716667175293004,-88.2666702270508
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,56,41.783332824706996,-88.13333129882808
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,57,41.7999992370605,-88.0999984741211
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,58,41.8166656494141,-88.0833358764648
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,59,41.8166656494141,-88.0666656494141
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,60,41.8666648864746,-88.0166702270508
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,61,41.8666648864746,-88.0
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,62,41.8833351135254,-87.9833297729492
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,63,41.9333343505859,-87.9333343505859
8146554,2012-12-06 00:20:00,2012-12-06 02:35:00,64,41.966667175293004,-87.9000015258789
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,0,32.8833351135254,-97.03333282470699
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,1,32.7999992370605,-97.0
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,2,32.7666664123535,-96.9833297729492
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,3,32.7666664123535,-96.9499969482422
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,4,32.75,-96.9333343505859
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,5,32.7666664123535,-96.8499984741211
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,6,32.7666664123535,-96.8166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,7,32.8499984741211,-96.8000030517578
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,8,32.9000015258789,-96.8000030517578
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,9,32.9833335876465,-96.8000030517578
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,10,33.0666656494141,-96.8000030517578
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,11,33.25,-96.8166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,12,33.4000015258789,-96.8166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,13,33.4000015258789,-96.8166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,14,33.4500007629395,-96.8166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,15,33.5166664123535,-96.7666702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,16,33.5666656494141,-96.7333297729492
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,17,33.75,-96.61666870117192
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,18,33.8166656494141,-96.5666656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,19,33.9166679382324,-96.5
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,20,33.9500007629395,-96.4833297729492
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,21,34.0499992370605,-96.4166641235352
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,22,34.0999984741211,-96.38333129882808
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,23,34.75,-95.8499984741211
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,24,34.8333320617676,-95.7666702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,25,35.6500015258789,-95.0
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,26,35.7999992370605,-94.86666870117192
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,27,35.9500007629395,-94.71666717529301
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,28,36.25,-94.4333343505859
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,29,36.533332824706996,-94.13333129882808
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,30,37.3499984741211,-93.3333358764648
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,31,38.033332824706996,-92.6833343505859
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,32,38.2000007629395,-92.53333282470699
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,33,38.6333351135254,-92.11666870117192
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,34,39.0,-91.7666702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,35,39.1166648864746,-91.6500015258789
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,36,39.4166679382324,-91.36666870117192
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,37,39.7000007629395,-91.0666656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,38,40.0166664123535,-90.75
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,39,40.1666679382324,-90.5999984741211
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,40,40.2999992370605,-90.46666717529301
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,41,40.3499984741211,-90.4166641235352
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,42,40.7000007629395,-90.0500030517578
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,43,41.1333351135254,-89.5999984741211
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,44,41.1500015258789,-89.5833358764648
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,45,41.1500015258789,-89.5666656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,46,41.5,-88.6999969482422
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,47,41.5,-88.6833343505859
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,48,41.5499992370605,-88.5666656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,49,41.5833320617676,-88.5166702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,50,41.5999984741211,-88.46666717529301
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,51,41.5999984741211,-88.4499969482422
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,52,41.6833343505859,-88.3166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,53,41.6833343505859,-88.3166656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,54,41.716667175293004,-88.2666702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,55,41.716667175293004,-88.2666702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,56,41.783332824706996,-88.13333129882808
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,57,41.7999992370605,-88.0999984741211
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,58,41.8166656494141,-88.0833358764648
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,59,41.8166656494141,-88.0666656494141
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,60,41.8666648864746,-88.0166702270508
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,61,41.8666648864746,-88.0
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,62,41.8833351135254,-87.9833297729492
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,63,41.9333343505859,-87.9333343505859
8166861,2012-12-06 01:15:00,2012-12-06 03:25:00,64,41.966667175293004,-87.9000015258789
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,0,32.8833351135254,-97.03333282470699
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,1,32.7999992370605,-97.0
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,2,32.7666664123535,-96.9833297729492
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,3,32.7666664123535,-96.9499969482422
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,4,32.75,-96.9333343505859
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,5,32.7666664123535,-96.8499984741211
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,6,32.7666664123535,-96.8166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,7,32.8499984741211,-96.8000030517578
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,8,32.9000015258789,-96.8000030517578
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,9,32.9833335876465,-96.8000030517578
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,10,33.0666656494141,-96.8000030517578
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,11,33.25,-96.8166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,12,33.4000015258789,-96.8166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,13,33.4000015258789,-96.8166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,14,33.4500007629395,-96.8166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,15,33.5166664123535,-96.7666702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,16,33.5666656494141,-96.7333297729492
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,17,33.75,-96.61666870117192
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,18,33.8166656494141,-96.5666656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,19,33.9166679382324,-96.5
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,20,33.9500007629395,-96.4833297729492
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,21,34.0499992370605,-96.4166641235352
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,22,34.0999984741211,-96.38333129882808
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,23,34.75,-95.8499984741211
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,24,34.8333320617676,-95.7666702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,25,35.6500015258789,-95.0
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,26,35.7999992370605,-94.86666870117192
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,27,35.9500007629395,-94.71666717529301
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,28,36.25,-94.4333343505859
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,29,36.533332824706996,-94.13333129882808
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,30,37.3499984741211,-93.3333358764648
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,31,38.033332824706996,-92.6833343505859
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,32,38.2000007629395,-92.53333282470699
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,33,38.6333351135254,-92.11666870117192
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,34,39.0,-91.7666702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,35,39.1166648864746,-91.6500015258789
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,36,39.4166679382324,-91.36666870117192
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,37,39.7000007629395,-91.0666656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,38,40.0166664123535,-90.75
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,39,40.1666679382324,-90.5999984741211
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,40,40.2999992370605,-90.46666717529301
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,41,40.3499984741211,-90.4166641235352
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,42,40.7000007629395,-90.0500030517578
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,43,41.1333351135254,-89.5999984741211
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,44,41.1500015258789,-89.5833358764648
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,45,41.1500015258789,-89.5666656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,46,41.5,-88.6999969482422
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,47,41.5,-88.6833343505859
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,48,41.5499992370605,-88.5666656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,49,41.5833320617676,-88.5166702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,50,41.5999984741211,-88.46666717529301
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,51,41.5999984741211,-88.4499969482422
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,52,41.6833343505859,-88.3166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,53,41.6833343505859,-88.3166656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,54,41.716667175293004,-88.2666702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,55,41.716667175293004,-88.2666702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,56,41.783332824706996,-88.13333129882808
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,57,41.7999992370605,-88.0999984741211
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,58,41.8166656494141,-88.0833358764648
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,59,41.8166656494141,-88.0666656494141
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,60,41.8666648864746,-88.0166702270508
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,61,41.8666648864746,-88.0
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,62,41.8833351135254,-87.9833297729492
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,63,41.9333343505859,-87.9333343505859
8196641,2012-12-06 02:45:00,2012-12-06 04:55:00,64,41.966667175293004,-87.9000015258789
